ID,Type,Pic_Link,Longitude,Latitude,Text,Hashtags,Created_At
910893397296189440,Not_Specified,,,,Keep your summer glow! All #jLounge skincare products are 20% off until September 30th! #sale #Boulderco… https://t.co/2zxLwYtvje,"['#jLounge', '#sale', '#Boulderco']",Thu Sep 21 15:48:04 +0000 2017
910862973345951746,Not_Specified,,,,Wow! My new spirit animal. #blackfox #boulderco #boulderlife… https://t.co/qiGwjUhky8,"['#blackfox', '#boulderco', '#boulderlife']",Thu Sep 21 13:47:10 +0000 2017
910695152313761792,Not_Specified,,,,"The painted ladies are peaking. 😊🦋 By @andrewhyde.

#bouldercolorado #boulderco #Chautauqua… https://t.co/HvaG851bLL","['#bouldercolorado', '#boulderco', '#Chautauqua']",Thu Sep 21 02:40:18 +0000 2017
910646987107721216,photo,https://pbs.twimg.com/media/DKNEh0bUQAEkwVH.jpg,,,"~Cheers
#WineWednesday
#WineWednesdays
#Boulder #BoulderCO
#Colorado #OnlyInColorado https://t.co/0mCy6Y16YI","['#WineWednesday', '#WineWednesdays', '#Boulder', '#BoulderCO', '#Colorado', '#OnlyInColorado']",Wed Sep 20 23:28:55 +0000 2017
910638852024410112,Not_Specified,,,,"RT @OnlyInBoulder: #WednesdayWisdom &lt;&gt; #WordsOfWisdom

😎💪🙌😎 ""Let your freak flag fly""  😎💪🙌😎

#QuotesToLiveBy
#Boulder  #BoulderCO
#Colorad…","['#WednesdayWisdom', '#WordsOfWisdom', '#QuotesToLiveBy', '#Boulder', '#BoulderCO']",Wed Sep 20 22:56:35 +0000 2017
910561748306075648,Not_Specified,,,,"RT @BoulderUnivInn: A great way to spend the day while visiting Boulder!
#BoulderCO  #VisitBoulder  #EldoradoCanyon https://t.co/Hng4TqHhul","['#BoulderCO', '#VisitBoulder', '#EldoradoCanyon']",Wed Sep 20 17:50:12 +0000 2017
910543343154688000,Not_Specified,,,,"#WednesdayWisdom &lt;&gt; #WordsOfWisdom

😎💪🙌😎 ""Let your freak flag fly""  😎💪🙌😎

#QuotesToLiveBy
#Boulder  #BoulderCO… https://t.co/oqmgpB3WSE","['#WednesdayWisdom', '#WordsOfWisdom', '#QuotesToLiveBy', '#Boulder', '#BoulderCO']",Wed Sep 20 16:37:04 +0000 2017
910302666735067136,Not_Specified,,,,"RT @LakeValleyGC: We are one of only a few fitters in CO. Putters, Wedges, Single-Length. Call for a fitting. #Sick #BoulderCO #ColoradoGol…","['#Sick', '#BoulderCO']",Wed Sep 20 00:40:43 +0000 2017
910295821341614080,Not_Specified,,,,"We are one of only a few fitters in CO. Putters, Wedges, Single-Length. Call for a fitting. #Sick #BoulderCO... https://t.co/DnJmCCPHbq","['#Sick', '#BoulderCO']",Wed Sep 20 00:13:30 +0000 2017
910295791939366912,Not_Specified,,,,"We are one of only a few fitters in CO. Putters, Wedges, Single-Length. Call for a fitting. #Sick #BoulderCO… https://t.co/WcFm8qMYXl","['#Sick', '#BoulderCO']",Wed Sep 20 00:13:23 +0000 2017
910257992972492800,photo,https://pbs.twimg.com/media/DKHi0ceUQAAOKIe.jpg,,,It's not everyday a #tortoise walks through #TGR 🐢 #boulderco #dispensary #budtender https://t.co/uAGGWImuXJ,"['#tortoise', '#TGR', '#boulderco', '#dispensary', '#budtender']",Tue Sep 19 21:43:11 +0000 2017
910226007558283265,Not_Specified,,,,beyond excited to return to the @BoulderTheater on 11/24 supporting @LeftoverSalmon #KissTheGround #Farmily… https://t.co/5fc1LUVEno,"['#KissTheGround', '#Farmily']",Tue Sep 19 19:36:06 +0000 2017
910219172981784576,Not_Specified,,,,We couldn't agree more! #BoulderCO https://t.co/aEBVqFDsbm,['#BoulderCO'],Tue Sep 19 19:08:56 +0000 2017
910195664788660224,Not_Specified,,,,Join us at #sanitas #meetup #boulderco #colorado #boulderwv #sep21 @SanitasBrewing #geopolitics #discussion #beer… https://t.co/Wql8yApGhO,"['#sanitas', '#meetup', '#boulderco', '#colorado', '#boulderwv', '#sep21', '#geopolitics', '#discussion', '#beer']",Tue Sep 19 17:35:31 +0000 2017
910187122929303552,Not_Specified,,,,#BoulderCO! We're thrilled to return on November 25th with @LeftoverSalmon at the… https://t.co/Ugy933DYxq,['#BoulderCO'],Tue Sep 19 17:01:35 +0000 2017
910172143979245569,Not_Specified,,,,"We're #hiring! jLounge is currently looking for great massage therapists, receptionists, estheticians and nail spec… https://t.co/L2biGtxX1z",['#hiring'],Tue Sep 19 16:02:03 +0000 2017
910172139000561664,Not_Specified,,,,Easily our most unique #strain on the #TGR shelf...#Noggin gives off some seriously #cheesy and #heady vibes!… https://t.co/cNuazZx50B,"['#strain', '#TGR', '#Noggin', '#cheesy', '#heady']",Tue Sep 19 16:02:02 +0000 2017
910171881214537728,Not_Specified,,,,The #budtenders are working hard today! Stop by the store to see your favorite friendly faces and check out our dai… https://t.co/jzkBWjeJeU,['#budtenders'],Tue Sep 19 16:01:01 +0000 2017
910140981986590727,Not_Specified,,,,#healthy cities that #exercise the most. #BoulderCo is tops. https://t.co/V1dV9Mo1GT,"['#healthy', '#exercise', '#BoulderCo']",Tue Sep 19 13:58:14 +0000 2017
909902242940985344,Not_Specified,,,,RT @ecocycle: Put eclipse glasses to good use. Drop at the CHaRM window in #BoulderCO through Sept. and they'll go to Astronomers w/o Borde…,['#BoulderCO'],Mon Sep 18 22:09:34 +0000 2017
909885481877372929,Not_Specified,,,,"If you're in the #BoulderCO #Boulder #FrontRange #coloRADo are tonight, check out this #coyotes in Colorado screeni… https://t.co/csgDQLmZQU","['#BoulderCO', '#Boulder', '#FrontRange', '#coloRADo', '#coyotes']",Mon Sep 18 21:02:58 +0000 2017
909843700666298374,Not_Specified,,,,RT @DirectedbyWomen: Drinks &amp; Dailies ~Works in Progress from Female Filmmakers - Tonight #BoulderCO https://t.co/2XrRpxvuOi  #DirectedbyWo…,['#BoulderCO'],Mon Sep 18 18:16:56 +0000 2017
909838403193262083,Not_Specified,,,,Drinks &amp; Dailies ~Works in Progress from Female Filmmakers - Tonight #BoulderCO https://t.co/2XrRpxvuOi… https://t.co/NuKd6PZipA,['#BoulderCO'],Mon Sep 18 17:55:53 +0000 2017
909836746472398854,Not_Specified,,,,"Come be a Cheese bae. Work for Cosmos in boulder, now hiring all positions. #pizza #BoulderJobs #JobsinColorado… https://t.co/S3EZoyrUuD","['#pizza', '#BoulderJobs', '#JobsinColorado']",Mon Sep 18 17:49:18 +0000 2017
909835731832594432,photo,https://pbs.twimg.com/media/CSB8y5-WIAALIg8.jpg,,,RT @_ExplorersHeart: I could stare at flowers and mountains all day ---- at the #stjulienhotel in #boulderco https://t.co/722oWCT7k4,"['#stjulienhotel', '#boulderco']",Mon Sep 18 17:45:17 +0000 2017
909814855691067392,Not_Specified,,,,Researchers are studying your #SocialMedia. What do you think of that? @Dani_Worth reports — #CUBoulder #BoulderCO https://t.co/nAH0ap6OTl,"['#SocialMedia', '#CUBoulder', '#BoulderCO']",Mon Sep 18 16:22:19 +0000 2017
909809492145172481,Not_Specified,,,,"Learn all about @therootofitall #tinctures from this great video! https://t.co/4BZQ88YRW3

#BoulderCO #therootofitall #cannabis #marijuana","['#tinctures', '#BoulderCO', '#therootofitall', '#cannabis', '#marijuana']",Mon Sep 18 16:01:01 +0000 2017
909655541588340736,photo,https://pbs.twimg.com/media/DJ--5KHWAAAlzJZ.jpg,,,Such a beautiful place to live #boulderco https://t.co/S8rf5RikPS https://t.co/5B4h0abzE1,['#boulderco'],Mon Sep 18 05:49:16 +0000 2017
909655521551978497,Not_Specified,,-105.259,40.0194,"Such a beautiful place to live #boulderco @ Boulder, Colorado https://t.co/SnnQO4o9Wz",['#boulderco'],Mon Sep 18 05:49:11 +0000 2017
909508354694832128,Not_Specified,,-105.20546505,39.66552738,"The magic of movement, brought to you by @lotustweets #goodvibez #redrocks #boulderco #downhome… https://t.co/Kf5hLWiem8","['#goodvibez', '#redrocks', '#boulderco', '#downhome']",Sun Sep 17 20:04:24 +0000 2017
910247451860307968,Not_Specified,,,,#Boulder ranked best college town in America in new study https://t.co/HKKYi8QaA3,['#Boulder'],Tue Sep 19 21:01:18 +0000 2017
910569916864049153,animated_gif,https://pbs.twimg.com/tweet_video_thumb/DKL-gt_VAAEOY3M.jpg,,,Check out this playful bobcat kitten recently captured by one of our motion-activated cameras in #Boulder https://t.co/7uKSFmHZ8m,['#Boulder'],Wed Sep 20 18:22:40 +0000 2017
907977408992735232,photo,https://pbs.twimg.com/media/DJnIo3bXgAAfpmY.jpg,,,"The haze has lifted and it's a beautiful, clear morning in #Boulder! https://t.co/xiMhFWUbh8",['#Boulder'],Wed Sep 13 14:40:58 +0000 2017
910900229637120000,Not_Specified,,,,"RT @kathkeating: #Boulder is # 1 US metro for women #entrepreneurs, #Denver is # 3! @womenwhostartup https://t.co/7XLKeYNFhc","['#Boulder', '#entrepreneurs', '#Denver']",Thu Sep 21 16:15:13 +0000 2017
910899944701100032,Not_Specified,,,,RT @bouldercolorado: Check out this playful bobcat kitten recently captured by one of our motion-activated cameras in #Boulder https://t.co…,['#Boulder'],Thu Sep 21 16:14:05 +0000 2017
910899892322578432,Not_Specified,,-105.2578594,40.0159855,"This #job might be a great fit for you: Shift Manager - https://t.co/fYVNXAA7dP #Veterans #MilSpouse #Boulder, CO #Hiring #CareerArc","['#job', '#Veterans', '#MilSpouse', '#Boulder', '#Hiring', '#CareerArc']",Thu Sep 21 16:13:52 +0000 2017
910899815583830016,photo,https://pbs.twimg.com/media/DKQqjduUMAAUNFi.jpg,,,"We are in beautiful Boulder, Colorado today, what a view! #infoproontheroad #boulder @realestatetaxmonitoring https://t.co/ovkR3sIvzS","['#infoproontheroad', '#boulder']",Thu Sep 21 16:13:34 +0000 2017
910899450742169600,animated_gif,https://pbs.twimg.com/tweet_video_thumb/DKQqMCCUIAAl7Sp.jpg,,,"Tonight’s the night! We have an amazing @igniteboulder planned for you

See you soon #boulder! https://t.co/lKR59g1ovM",['#boulder'],Thu Sep 21 16:12:07 +0000 2017
910899262048804864,Not_Specified,,,,"See our latest #Boulder, CO #job and click to apply: Server - Front of House - https://t.co/GAwDRA2VcW #CustomerService #Hiring #CareerArc","['#Boulder', '#job', '#CustomerService', '#Hiring', '#CareerArc']",Thu Sep 21 16:11:22 +0000 2017
910897822127472642,Not_Specified,,-105.2813573,40.0260623,"See our latest #Boulder, CO #job and click to apply: Team Member - https://t.co/oc7nlkEmqx #MilSpouse #Hiring #CareerArc","['#Boulder', '#job', '#MilSpouse', '#Hiring', '#CareerArc']",Thu Sep 21 16:05:39 +0000 2017
910897758399328256,Not_Specified,,,,#Google pays $138M for new campus property in #Boulder | #Colorado #RealEstate #CRE https://t.co/5XCtON4sdR,"['#Google', '#Boulder', '#Colorado', '#RealEstate', '#CRE']",Thu Sep 21 16:05:23 +0000 2017
910897102045057024,Not_Specified,,,,"Drive, drive, drive...all for you, #Colorado. Come see us in #FortCollins and #Boulder this weekend! https://t.co/TlZLAxP96q","['#Colorado', '#FortCollins', '#Boulder']",Thu Sep 21 16:02:47 +0000 2017
910896480407506946,Not_Specified,,,,The latest Social Media Daily Digital Digest! https://t.co/9dbzGBWneE #boulder,['#boulder'],Thu Sep 21 16:00:19 +0000 2017
910896163305508865,Not_Specified,,,,"#BoulderListingoftheDay
You won't find a home that is MOVE IN READY at this price anywhere else in #Boulder!… https://t.co/lNkdRyvS0Z","['#BoulderListingoftheDay', '#Boulder']",Thu Sep 21 15:59:03 +0000 2017
910894063133409280,Not_Specified,,,,"Interested in a #job in #Boulder, CO? This could be a great fit: #hiring #career https://t.co/c0uRzRATlr #CareerArc","['#job', '#Boulder', '#hiring', '#career', '#CareerArc']",Thu Sep 21 15:50:42 +0000 2017
910893862402404354,Not_Specified,,-105.2705456,40.0149856,"Can you recommend anyone for this #job? CDL A Team Owner Operator, Truck Driver - https://t.co/y30zvEyVcM #Transportation #Boulder, CO","['#job', '#Transportation', '#Boulder']",Thu Sep 21 15:49:55 +0000 2017
910892861448736768,Not_Specified,,,,"A great panel Weds re: #Boulder ballot measures, glad @wjrigler @MBforBoulder @EricBudd @edbyrneboulder… https://t.co/drAyxPeRT6",['#Boulder'],Thu Sep 21 15:45:56 +0000 2017
910891749597483010,Not_Specified,,,,#Boulder #CO #USA - Head of Portfolio Planning Management - As well you will manage relations... https://t.co/Bn8yFF2VVf #CAREER #WORK #JOB,"['#Boulder', '#CO', '#USA', '#CAREER', '#WORK', '#JOB']",Thu Sep 21 15:41:31 +0000 2017
910890842998448129,Not_Specified,,,,"RT @kent0_422: デビュー戦キメてきました
#亀投稿 #lifestyle #sport #sports #bouldering #boulder #ボルダリング #boulcom #代々木 #新宿… https://t.co/UMmMubj7oH https://…","['#亀投稿', '#lifestyle', '#sport', '#sports', '#bouldering', '#boulder', '#ボルダリング', '#boulcom', '#代々木', '#新宿']",Thu Sep 21 15:37:55 +0000 2017
910889876035457024,Not_Specified,,,,I'm voting Eric! I appreciate that you are on #twitter keeping us updated on issues. You care about #bikes… https://t.co/bj6WTKKaR0,"['#twitter', '#bikes']",Thu Sep 21 15:34:04 +0000 2017
910889125758119936,Not_Specified,,,,"RT @kathkeating: #Boulder is # 1 US metro for women #entrepreneurs, #Denver is # 3! @womenwhostartup https://t.co/7XLKeYNFhc","['#Boulder', '#entrepreneurs', '#Denver']",Thu Sep 21 15:31:05 +0000 2017
910888205683060736,Not_Specified,,-105.2705456,40.0149856,"This #job might be a great fit for you: Shipping &amp; Receiving Clerk - https://t.co/XhFbxSaftZ #Manufacturing #Boulder, CO #Hiring","['#job', '#Manufacturing', '#Boulder', '#Hiring']",Thu Sep 21 15:27:26 +0000 2017
910887767718187009,Not_Specified,,,,"""Boulder coroner identifies man killed in fiery crash on Colo. 93"" via @johnbearwithme #boulder… https://t.co/YnfwkK70Is",['#boulder'],Thu Sep 21 15:25:41 +0000 2017
910883922644365312,Not_Specified,,,,"#Boulder #CityCouncil
Vote @ericmbudd ⭐️💥 https://t.co/mLwCVOZCkZ","['#Boulder', '#CityCouncil']",Thu Sep 21 15:10:25 +0000 2017
910883842205949954,Not_Specified,,,,A fab article about next week's #FFFF17 from @culinarycolorado: https://t.co/IUTruNuA6C #Boulder,"['#FFFF17', '#Boulder']",Thu Sep 21 15:10:06 +0000 2017
910883696416366593,Not_Specified,,,,"Boulder, #CO - HeartLand Express - Heartland Express - Colorado - Driver Position USA - R... https://t.co/Q7yRMpDbVH #DRIVING #BOULDER #JOB","['#CO', '#DRIVING', '#BOULDER', '#JOB']",Thu Sep 21 15:09:31 +0000 2017
910883095313768449,Not_Specified,,,,RT @TimesCall: Fall starts Friday: 'Splendor of the autumn colors' in #Boulder County https://t.co/FC8egsYLcn via @AmeliaArvesen https://t.…,['#Boulder'],Thu Sep 21 15:07:07 +0000 2017
910882687501684737,Not_Specified,,,,The first stop light I've ever seen  aimed at the bike lane AND with a bike image too - some of the cool things you… https://t.co/BGrRU6RJg0,[],Thu Sep 21 15:05:30 +0000 2017
910881615575793664,Not_Specified,,,,Fun ride along the #flatirons today! #mountainbike #boulder @ Flatirons Vista Trailhead https://t.co/PJkfCvcrdJ,"['#flatirons', '#mountainbike', '#boulder']",Thu Sep 21 15:01:15 +0000 2017
910881332078706690,Not_Specified,,,,"We're celebrating 18 years in business! Thank you to our team, clients and supporters! https://t.co/W9P1SFHzGA #PR… https://t.co/oEi68rfUws",['#PR'],Thu Sep 21 15:00:07 +0000 2017
910866391074566144,Not_Specified,,,,"You won’t believe it’s not a model home! More info at https://t.co/Xo6JJUN4R0

#BurgessGroupRealty #bouldercolorado… https://t.co/TFiPUBAgG7","['#BurgessGroupRealty', '#bouldercolorado']",Thu Sep 21 14:00:45 +0000 2017
910863273028964353,photo,https://pbs.twimg.com/media/DKQJUbuWsAEb_VH.png,,,Elevate to New Heights! Thirsty Thursday Free Beer Samples Tonight 5-7p 21+ #bouldercolorado https://t.co/ENyh7KJ8wA https://t.co/PUreMqhmMy,['#bouldercolorado'],Thu Sep 21 13:48:21 +0000 2017
910698273278648321,Not_Specified,,,,"RT @monthofmodern: Excited to announce our official beer sponsor for #MonthofModern!
 #finkelandgarf #craftbeer #ipa #bouldercolorado #what…","['#MonthofModern', '#finkelandgarf', '#craftbeer', '#ipa', '#bouldercolorado']",Thu Sep 21 02:52:42 +0000 2017
910698006873202688,Not_Specified,,,,"RT @monthofmodern: Excited to announce our official beer sponsor for #MonthofModern!
 #finkelandgarf #craftbeer #ipa #bouldercolorado #what…","['#MonthofModern', '#finkelandgarf', '#craftbeer', '#ipa', '#bouldercolorado']",Thu Sep 21 02:51:39 +0000 2017
910695152313761792,Not_Specified,,,,"The painted ladies are peaking. 😊🦋 By @andrewhyde.

#bouldercolorado #boulderco #Chautauqua… https://t.co/HvaG851bLL","['#bouldercolorado', '#boulderco', '#Chautauqua']",Thu Sep 21 02:40:18 +0000 2017
910656854660968448,photo,https://pbs.twimg.com/media/DKNNlSGW4AA_FHP.jpg,,,Beautiful evening for a hike with the dog. Love that I can walk to this trail from my house. #BoulderColorado https://t.co/WarTQ0CuPM,['#BoulderColorado'],Thu Sep 21 00:08:07 +0000 2017
910616944658624512,Not_Specified,,,,"Google spends big on Boulder campus #Google
#newconstruction #bouldercolorado #realestate #boulderrealestate… https://t.co/oenzBOtpU3","['#Google', '#newconstruction', '#bouldercolorado', '#realestate', '#boulderrealestate']",Wed Sep 20 21:29:32 +0000 2017
910333062034153472,Not_Specified,,,,Boulder is so pretty #nofilter #bouldercolorado https://t.co/xX3BS8pp3t,"['#nofilter', '#bouldercolorado']",Wed Sep 20 02:41:29 +0000 2017
910198953664184321,Not_Specified,,-105.288861,40.014419,Court in Boulder... Gotta love the designated 'attorney' parking. 😎🎯 #prb #bouldercolorado @… https://t.co/w54xaO6gYG,"['#prb', '#bouldercolorado']",Tue Sep 19 17:48:35 +0000 2017
910189206747668480,Not_Specified,,,,Fall is in the air #beautifulboulder #bouldercolorado https://t.co/Ho1MxVtX7c,"['#beautifulboulder', '#bouldercolorado']",Tue Sep 19 17:09:52 +0000 2017
910170033774403584,Not_Specified,,,,Super excited to announce @FadduhCO is officially open for business! #freelance #adagency #bouldercolorado,"['#freelance', '#adagency', '#bouldercolorado']",Tue Sep 19 15:53:40 +0000 2017
910141844612435970,Not_Specified,,,,"Looking for a great view of Boulder? Photo credit to https://t.co/mBw50NXvZK

#BurgessGroupRealty #visitboulder… https://t.co/olTUhbjDKC","['#BurgessGroupRealty', '#visitboulder']",Tue Sep 19 14:01:40 +0000 2017
910121934557466625,Not_Specified,,,,"I wake to this.
.
.
.
#nofilter #nofiltersunrise #coloradosunrise #bouldercolorado #boco… https://t.co/eHExDVE62b","['#nofilter', '#nofiltersunrise', '#coloradosunrise', '#bouldercolorado', '#boco']",Tue Sep 19 12:42:33 +0000 2017
909913164149547008,Not_Specified,,,,Boulder County rental market #forrent #bouldercounty #realestate #newconstruction #bouldercolorado #homeownership… https://t.co/ez1aXmlTji,"['#forrent', '#bouldercounty', '#realestate', '#newconstruction', '#bouldercolorado', '#homeownership']",Mon Sep 18 22:52:58 +0000 2017
909886966388244480,Not_Specified,,,,"@FadduhCO is a #freelance #adagency in #bouldercolorado. We specialize in #brandstrategy, #creative, and #production and are open for biz!","['#freelance', '#adagency', '#bouldercolorado', '#brandstrategy', '#creative', '#production']",Mon Sep 18 21:08:52 +0000 2017
909853848524566528,Not_Specified,,,,"Wednesday's Show!! Come out and enjoy some energetic music Boulder fam.
#bouldercolorado… https://t.co/pziuhEoerr",['#bouldercolorado'],Mon Sep 18 18:57:16 +0000 2017
909793379457912832,Not_Specified,,-105.5,39.0,After our time in #bouldercolorado we headed up into the #flatiron #mountains and ended up… https://t.co/TUgn3N6Hrr,"['#bouldercolorado', '#flatiron', '#mountains']",Mon Sep 18 14:56:59 +0000 2017
909790823734063109,Not_Specified,,-105.259,40.0194,"We had a fun detour to #bouldercolorado yesterday, growing around the #pearlstreetmall ... saw… https://t.co/FG8dz6qVtt","['#bouldercolorado', '#pearlstreetmall']",Mon Sep 18 14:46:50 +0000 2017
909779473867923456,Not_Specified,,,,"Such an amazing day at Boulder. Photo credit to https://t.co/fzmDko0m6x

#BurgessGroupRealty #visitboulder… https://t.co/it3eOp6z2J","['#BurgessGroupRealty', '#visitboulder']",Mon Sep 18 14:01:44 +0000 2017
909498811285880832,Not_Specified,,-105.278063,40.018379,Just wow. So young but definitely has her own style. #streetmusic in #bouldercolorado… https://t.co/KP2zXH3lUV,"['#streetmusic', '#bouldercolorado']",Sun Sep 17 19:26:28 +0000 2017
909495713473732608,Not_Specified,,,,#dogsofinstagram  #aussiesofinstagram  #bouldercolorado… https://t.co/uaWxkxCghd,"['#dogsofinstagram', '#aussiesofinstagram', '#bouldercolorado']",Sun Sep 17 19:14:10 +0000 2017
909445920248537088,Not_Specified,,,,Scoping out the weather in #bouldercolorado ahead of the 2017 #smmsretreat! https://t.co/7LJAPZKLSh,"['#bouldercolorado', '#smmsretreat']",Sun Sep 17 15:56:18 +0000 2017
909394368418729984,Not_Specified,,-105.22914291,40.07158257,#harvestmoon703 #bouldercolorado #triathlon #halfironman ok it's 47… https://t.co/yOELLNp6Km,"['#harvestmoon703', '#bouldercolorado', '#triathlon', '#halfironman']",Sun Sep 17 12:31:27 +0000 2017
909159409078685697,Not_Specified,,-105.278063,40.018379,"Boulder Fall Fest!
#pearlstreet #bouldercolorado @ Pearl Street Mall https://t.co/zHDF64Y1az","['#pearlstreet', '#bouldercolorado']",Sat Sep 16 20:57:49 +0000 2017
908933536580870144,Not_Specified,,,,"Excited to announce our official beer sponsor for #MonthofModern!
 #finkelandgarf #craftbeer #ipa #bouldercolorado… https://t.co/NJPCogNajY","['#MonthofModern', '#finkelandgarf', '#craftbeer', '#ipa', '#bouldercolorado']",Sat Sep 16 06:00:16 +0000 2017
908770468857081860,Not_Specified,,,,RT @TGRBoulder: #TGR #dispensary #budtender #weed #nug #marijuana #ganja #cannabis #cannabiscommunity #smokeweed #bouldercolorado #colorado…,"['#TGR', '#dispensary', '#budtender', '#weed', '#nug', '#marijuana', '#ganja', '#cannabis', '#cannabiscommunity', '#smokeweed', '#bouldercolorado', '#colorado']",Fri Sep 15 19:12:18 +0000 2017
908420009764048896,Not_Specified,,,,One last set of pregnancy photos :) #bouldercolorado  📷: swclark70 https://t.co/KcqNYxe9ie,['#bouldercolorado'],Thu Sep 14 19:59:42 +0000 2017
908145304515629056,Not_Specified,,,,"Best View ✨
.
.
#boulder #bouldercolorado #chautauqua #flatirons #flatironsboulder #shadesofblue… https://t.co/oYN8ZovbDT","['#boulder', '#bouldercolorado', '#chautauqua', '#flatirons', '#flatironsboulder', '#shadesofblue']",Thu Sep 14 01:48:07 +0000 2017
908132758463107072,Not_Specified,,,,Street art in #bouldercolorado by the one &amp; only smileboulder ✨ #Tupac #beboulder #streetart @… https://t.co/Z6D2y1g6CB,"['#bouldercolorado', '#Tupac', '#beboulder', '#streetart']",Thu Sep 14 00:58:16 +0000 2017
908074019282313216,Not_Specified,,-9.36667,54.2833,"The luck of the Irish
#ireland #ropebridge #rainbows #bouldercolorado @ Ballycastle, Mayo, Ireland https://t.co/94ImPSYgmM","['#ireland', '#ropebridge', '#rainbows', '#bouldercolorado']",Wed Sep 13 21:04:52 +0000 2017
910899944701100032,Not_Specified,,,,RT @bouldercolorado: Check out this playful bobcat kitten recently captured by one of our motion-activated cameras in #Boulder https://t.co…,['#Boulder'],Thu Sep 21 16:14:05 +0000 2017
910887861896888320,Not_Specified,,,,RT @InnovateCUBldr: Thanks @bouldercolorado for sponsoring #CUNVC10 Can't wait to see you at Kickoff night tomorrow. Still time to RSVP htt…,['#CUNVC10'],Thu Sep 21 15:26:04 +0000 2017
910887084482641921,Not_Specified,,,,#LastDayofSummer Lets make the best of it! #sunshine #hiking #biking #swimming #bluesky #dogsoftwitter .… https://t.co/Zssi4igZUQ,"['#LastDayofSummer', '#sunshine', '#hiking', '#biking', '#swimming', '#bluesky', '#dogsoftwitter']",Thu Sep 21 15:22:59 +0000 2017
910880885318152197,Not_Specified,,,,RT @bouldercolorado: Check out this playful bobcat kitten recently captured by one of our motion-activated cameras in #Boulder https://t.co…,['#Boulder'],Thu Sep 21 14:58:21 +0000 2017
910880247553429504,Not_Specified,,,,"RT @bouldercolorado: We have 37 job openings, including lifeguard, library specialist and social sustainability manager: https://t.co/6VieR…",[],Thu Sep 21 14:55:49 +0000 2017
910874120698576897,Not_Specified,,,,We see @CUBuffsTrack repping our hometown @bouldercolorado in there! #GOBUFFS https://t.co/JDHsc0fUo0,['#GOBUFFS'],Thu Sep 21 14:31:28 +0000 2017
910866660558598145,photo,https://pbs.twimg.com/media/DJ8qYmDW0AAx3LK.jpg,,,RT @bouldercolorado New study names #Boulder one of the least-stressed cities in nation  https://t.co/TFjgcXC8jJ https://t.co/tQ3n1IhvdT,['#Boulder'],Thu Sep 21 14:01:49 +0000 2017
910861252506693634,Not_Specified,,,,RT @bouldercolorado: Check out this playful bobcat kitten recently captured by one of our motion-activated cameras in #Boulder https://t.co…,['#Boulder'],Thu Sep 21 13:40:20 +0000 2017
910843993965051907,Not_Specified,,,,RT @bouldercolorado: Check out this playful bobcat kitten recently captured by one of our motion-activated cameras in #Boulder https://t.co…,['#Boulder'],Thu Sep 21 12:31:45 +0000 2017
910842208860934144,Not_Specified,,-105.27021289,40.01460816,I'm at City of @BoulderColorado in CO https://t.co/HSWcVZQ8MU,[],Thu Sep 21 12:24:39 +0000 2017
910823133522927618,Not_Specified,,,,"RT @bouldercolorado: We have 37 job openings, including lifeguard, library specialist and social sustainability manager: https://t.co/6VieR…",[],Thu Sep 21 11:08:51 +0000 2017
910800075194081280,Not_Specified,,,,RT @SteveSGoddard: The South Boulder Wetlands which the progressive City of @bouldercolorado and @CUBoulder want to destroy https://t.co/EQ…,[],Thu Sep 21 09:37:14 +0000 2017
910746276492431361,Not_Specified,,,,RT @bouldercolorado: Check out this playful bobcat kitten recently captured by one of our motion-activated cameras in #Boulder https://t.co…,['#Boulder'],Thu Sep 21 06:03:27 +0000 2017
910744092908281857,Not_Specified,,,,@ZEEJLF @NamitaGokhale_ @ZEECorporate @bouldercolorado @boulderlibrary @VisitBoulder @IndianEmbassyUS Knowing you a… https://t.co/H60TsHmCHF,[],Thu Sep 21 05:54:47 +0000 2017
910727482352877569,photo,https://pbs.twimg.com/media/DKJEpHgW4AAjLZP.jpg,,,RT @mandyco: #uxstrat themes 2017 @bouldercolorado https://t.co/GtibdZ41Fk,['#uxstrat'],Thu Sep 21 04:48:46 +0000 2017
910725979038826496,Not_Specified,,,,RT @bouldercolorado: #Boulder ranked best college town in America in new study https://t.co/HKKYi8QaA3,['#Boulder'],Thu Sep 21 04:42:48 +0000 2017
910723208881463296,Not_Specified,,,,RT @bouldercolorado: #Boulder ranked best college town in America in new study https://t.co/HKKYi8QaA3,['#Boulder'],Thu Sep 21 04:31:48 +0000 2017
910721482761916421,Not_Specified,,,,RT @bouldercolorado: Check out this playful bobcat kitten recently captured by one of our motion-activated cameras in #Boulder https://t.co…,['#Boulder'],Thu Sep 21 04:24:56 +0000 2017
910719509782200320,Not_Specified,,,,RT @bouldercolorado: #Boulder ranked best college town in America in new study https://t.co/HKKYi8QaA3,['#Boulder'],Thu Sep 21 04:17:06 +0000 2017
910717617937121282,Not_Specified,,,,@denverpost @DenverChannel @9NEWS @Coloradoan @ColoSpringsNews @Colorado @bouldercolorado @bouldercounty @TimesCall… https://t.co/nNvX4oPWFz,[],Thu Sep 21 04:09:35 +0000 2017
910712616091136001,photo,https://pbs.twimg.com/media/DIVBlc9XgAISvrH.jpg,,,RT @bouldercolorado: Morning magic in #Boulder. 📷: colotrailrunner via Instagram. https://t.co/BaP1sGUe6m,['#Boulder'],Thu Sep 21 03:49:42 +0000 2017
